SF,MC,DM,PY
甘肃,夏官营,XGY,xiaguanying
甘肃,许家台,XJT,xujiatai
甘肃,新李,XLI,xinli
甘肃,小泉东,XQD,xiaoquandong
甘肃,兴泉堡,XQP,xingquanbao
甘肃,许三湾,XSW,xusanwan
甘肃,新阳镇,XYZ,xinyangzhen
甘肃,永登,YDE,yongdeng
甘肃,园墩,YDU,yuandun
甘肃,岳家井,YJJ,yuejiajing
甘肃,元龙,YLO,yuanlong
甘肃,玉门东,YMD,yumendong
甘肃,玉门,YME,yumen
甘肃,营盘水,YPS,yingpanshui
甘肃,玉石,YSH,yushi
甘肃,云田乡,YTX,yuntianxiang
甘肃,鸳鸯镇,YYZ,yuanyangzhen
甘肃,中川机场,ZCC,zhongchuanjichang
甘肃,朱家窑,ZJY,zhujiayao
甘肃,张掖,ZYE,zhangye
甘肃,张掖西,ZYX,zhangyexi
青海,八盘峡,BPX,bapanxia
青海,察尔汗,CEH,chaerhan
青海,德令哈,DLH,delingha
青海,大通西,DTX,datongxi
青海,刚察,GCH,gangcha
青海,格尔木,GEM,geermu
青海,海东西,HDX,haidongxi
青海,哈尔盖,HEG,haergai
青海,海石湾,HSW,haishiwan
青海,海晏,HYA,haiyan
青海,湟源,HYU,huangyuan
青海,花庄,HZH,huazhuang
青海,柯柯,KKE,keke
青海,乐都南,LDN,ledounan
青海,乐都,LDU,ledu
青海,民和南,MHN,minhenan
青海,门源,MYU,menyuan
青海,平安驿,PAY,pinganyi
青海,水车湾,SCW,shuichewan
青海,天峻,TJU,tianjun
青海,沱沱河,TTH,tuotuohe
青海,乌兰,WLA,wulan
青海,西宁,XNI,xining
青海,西宁西,XNX,xiningxi
青海,锡铁山,XTS,xitieshan
青海,饮马峡,YMX,yinmaxia
青海,张家祠,ZJC,zhangjiaci
宁夏,艾家村,AJC,aijiacun
宁夏,白芨沟,BJG,baijigou
宁夏,长农,CNO,zhangnong
宁夏,大坝,DBA,daba
宁夏,大磴沟,DDG,dadenggou
宁夏,大战场,DZC,dazhanchang
宁夏,二营,EYI,erying
宁夏,干塘,GTA,gantang
宁夏,固原,GYU,guyuan
宁夏,韩府湾,HFW,hanfuwan
宁夏,呼鲁斯太,HLT,hulusitai
宁夏,惠农,HNO,huinong
宁夏,红寺堡,HSP,hongsibao
宁夏,黄羊滩,HYT,huangyangtan
宁夏,黄羊湾,HYW,huangyangwan
宁夏,柳家庄,LJZ,liujiazhuang
宁夏,六盘山,LPS,liupanshan
宁夏,李旺,LWA,liwang
宁夏,灵武,LWU,lingwu
宁夏,暖泉,NQU,nuanquan
宁夏,平罗,PLU,pingluo
宁夏,彭阳,PYA,pengyang
宁夏,青铜峡,QTX,qingtongxia
宁夏,七营,QYI,qiying
宁夏,汝箕沟,RJG,rujigou
宁夏,石坝,SBA,shiba
宁夏,三关口,SGK,sanguankou
宁夏,沈家河,SJH,shenjiahe
宁夏,沙坡头,SPT,shapotou
宁夏,三营,SYI,sanying
宁夏,石嘴山,SZS,shizuishan
宁夏,土桥子,TQZ,tuqiaozi
宁夏,同心,TXI,tongxin
宁夏,太阳山,TYS,taiyangshan
宁夏,王团庄,WTZ,wangtuanzhuang
宁夏,西大滩,XDT,xidatan
宁夏,宣和,XHE,xuanhe
宁夏,盐池,YCH,yanchi
宁夏,银川,YCH,yinchuan
宁夏,银川南,YCN,yinchuannan
宁夏,迎水桥,YSQ,yingshuiqiao
宁夏,褚家湾,ZJW,chujiawan
宁夏,中宁东,ZND,zhongningdong
宁夏,中宁,ZNI,zhongning
宁夏,中宁南,ZNN,zhongningnan
宁夏,中卫,ZWE,zhongwei
新疆,阿克苏,AKS,akesu
新疆,阿克陶,AKT,aketao
新疆,阿拉山口,ALK,alashankou
新疆,阿图什,ATS,atushen
新疆,巴楚,BCH,bachu
新疆,包尔海,BEH,baoerhai
新疆,博乐,BLE,bole
新疆,布列开,BLK,buliekai
新疆,北屯市,BTS,beitunshi
新疆,柴窝堡,CWP,chaiwobao
新疆,达板城,DBC,dabancheng
新疆,二堡,EPU,erbao
新疆,福海,FHA,fuhai
新疆,霍尔果斯,HES,huoerguosi
新疆,红光,HGU,hongguang
新疆,和静,HJI,hejing
新疆,哈密东,HMD,hamidong
新疆,哈密,HMI,hami
新疆,哈密南,HMN,haminan
新疆,红旗村,HQC,hongqicun
新疆,和什托洛盖,HSG,heshentuoluogai
新疆,和硕,HSH,heshuo
新疆,火石泉,HSQ,huoshiquan
新疆,和田,HTI,hetian
新疆,精河,JHE,jinghe
新疆,精河南,JHN,jinghenan
新疆,金银川,JYC,jinyinchuan
新疆,库车,KCH,kuche
新疆,库尔勒,KEL,kuerle
新疆,克拉玛依,KLY,kelamayi
新疆,柯坪,KPI,keping
新疆,喀什,KSH,kashen
新疆,奎屯,KTU,kuitun
新疆,了墩,LDU,ledun
新疆,柳树泉,LSQ,liushuquan
新疆,轮台,LTA,luntai
新疆,马兰,MLA,malan
新疆,玛纳斯湖,MNH,manasihu
新疆,玛纳斯,MNS,manasi
新疆,煤窑沟,MYG,meiyaogou
新疆,墨玉,MYU,moyu
新疆,尼勒克,NLK,nileke
新疆,皮山,PSH,pishan
新疆,七泉湖,QQH,qiquanhu
新疆,莎车,SCH,shache
新疆,三葛庄,SGZ,sangezhuang
新疆,石河子,SHZ,shihezi
新疆,山口,SKO,shankou
新疆,疏勒,SLE,shule
新疆,鄯善北,SSB,shanshanbei
新疆,十三间房,SSF,shisanjianfang
新疆,鄯善,SSH,shanshan
新疆,思甜,STI,sitian
新疆,沙湾县,SWX,shawanxian
新疆,吐哈,THA,tuha
新疆,吐鲁番北,TLB,tulufanbei
新疆,吐鲁番,TLF,tulufan
新疆,乌拉泊,WLB,wulabo
新疆,乌鲁木齐南,WLN,wulumuqinan
新疆,乌鲁木齐,WLQ,wulumuqi
新疆,五五,WWU,wuwu
新疆,乌西,WXI,wuxi
新疆,尾亚,WYA,weiya
新疆,幸福滩,XFT,xingfutan
新疆,新和,XHE,xinhe
新疆,叶城,YCH,yecheng
新疆,鱼儿沟,YEG,yuergou
新疆,盐湖,YHU,yanhu
新疆,英吉沙,YJS,yingjisha
新疆,伊宁东,YND,yiningdong
新疆,伊宁,YNI,yining
新疆,焉耆,YQI,yanqi
新疆,盐泉,YQU,yanquan
新疆,泽普,ZPU,zepu
北京,安定,ADI,anding
北京,八达岭,BDL,badaling
北京,北京北,BJB,beijingbei
北京,北京东,BJD,beijingdong
北京,北京,BJI,beijing
北京,北京南,BJN,beijingnan
北京,北京西,BJX,beijingxi
北京,北宅,BZH,beizhai
北京,昌平北,CPB,changpingbei
北京,昌平,CPI,changping
北京,测试1,CSH,ceshi
北京,大灰厂,DHC,dahuichang
北京,杜家坎所,DJS,dujiakansuo
北京,房山,FSH,fangshan
北京,丰台,FTA,fengtai
北京,丰台西,FTX,fengtaixi
北京,广安门,GAM,guanganmen
北京,官高,GGA,guangao
北京,高各庄,GGZ,gaogezhuang
北京,孤山口,GSK,gushankou
北京,黄村,HCU,huangcun
北京,怀柔北,HRB,huairoubei
北京,怀柔,HRO,huairou
北京,黄土坡,HTP,huangtupo
北京,京联合,JLH,jinglianhe
北京,康庄,KZH,kangzhuang
北京,良各庄,LGZ,lianggezhuang
北京,琉璃河,LLH,liulihe
北京,落坡岭,LPL,luopoling
北京,良乡,LXI,liangxiang
北京,庙城,MCH,miaocheng
北京,密云北,MYB,miyunbei
北京,南观村,NGC,nanguancun
北京,南口,NKO,nankou
北京,苹果园,PGY,pingguoyuan
北京,平峪,PYU,pingyu
北京,清河,QHE,qinghe
北京,清华园,QHY,qinghuayuan
北京,青龙桥,QLQ,qinglongqiao
北京,十渡,SDU,shidu
北京,沙河,SHE,shahe
北京,三合庄,SHZ,sanhezhuang
北京,三家店,SJD,sanjiadian
北京,石景山南,SJN,shijingshannan
北京,双桥,SQI,shuangqiao
北京,上万,SWA,shangwan
北京,顺义,SYI,shunyi
北京,统军庄,TJZ,tongjunzhuang
北京,通州西,TZX,tongzhouxi
北京,魏善庄,WSZ,weishanzhuang
北京,西道口,XDK,xidaokou
北京,斜河涧,XHJ,xiehejian
北京,雁翅,YCH,yanchi
北京,沿河城,YHC,yanhecheng
北京,云居寺,YJS,yunjusi
北京,延庆,YQI,yanqing
北京,燕山,YSH,yanshan
北京,亦庄,YZH,yizhuang
北京,周口店,ZKD,zhoukoudian
北京,珠窝,ZWO,zhuwo
北京,张辛,ZXI,zhangxin
天津,北仓,BCA,beicang
天津,宝坻,BDI,baodi
天津,滨海,BHA,binhai
天津,滨海北,BHB,binhaibei
天津,别山,BSH,bieshan
天津,茶淀,CDI,chadian
天津,崔黄口,CHK,cuihuangkou
天津,曹子里,CZL,caozili
天津,大口屯,DKT,dakoutun
天津,豆张庄,DZZ,douzhangzhuang
天津,汉沽,HGU,hangu
天津,汉沟镇,HGZ,hangouzhen
天津,静海,JHA,jinghai
天津,津沪所,JHS,jinhusuo
天津,京津所,JJS,jingjinsuo
天津,军粮城北,JLB,junliangchengbei
天津,蓟县,JXI,jixian
天津,蓟县南,JXN,jixiannan
天津,芦台,LTA,lutai
天津,南仓,NCA,nancang
天津,南仓所,NCS,nancangsuo
天津,三百吨,SBD,sanbaidun
天津,上仓,SCA,shangcang
天津,泰达,TDA,taida
天津,唐官屯,TGT,tangguantun
天津,塘沽,TGU,tanggu
天津,天津北,TJB,tianjinbei
天津,天津,TJI,tianjin
天津,天津南,TJN,tianjinnan
天津,天津西,TJX,tianjinxi
天津,田庄,TZH,tianzhuang
天津,武清,WQI,wuqing
天津,下仓,XCA,xiacang
天津,杨村,YCU,yangcun
天津,于家堡,YJP,yujiabao
天津,杨柳青,YLQ,yangliuqing
上海,安亭北,ATB,antingbei
上海,车墩,CDU,chedun
上海,漕泾,CJI,caojing
上海,春申,CSH,chunshen
上海,封浜,FBA,fengbang
上海,枫泾,FJI,fengjing
上海,黄渡所,HDS,huangdusuo
上海,黄渡,HDU,huangdu
上海,海湾,HWA,haiwan
上海,金山北,JSB,jinshanbei
上海,金山卫东,JSD,jinshanweidong
上海,金山园区,JSQ,jinshanyuanqu
上海,金山卫,JSW,jinshanwei
上海,金山卫西,JSX,jinshanweixi
上海,芦潮港,LCG,luchaogang
上海,南翔北,NXB,nanxiangbei
上海,南翔北所,NXS,nanxiangbeisuo
上海,七宝,QBA,qibao
上海,上海,SHA,shanghai
上海,上海南,SHN,shanghainan
上海,上海虹桥,SHQ,shanghaihongqiao
上海,上海西,SHX,shanghaixi
上海,松江,SJI,songjiang
上海,松江南,SJN,songjiangnan
上海,四团,STU,situan
上海,山阳,SYA,shanyang
上海,亭林,TLI,tinglin
上海,新桥,XQI,xinqiao
上海,叶榭,YXI,yexie
重庆,北碚,BBE,beibei
重庆,保家楼,BJL,baojialou
重庆,白马,BMA,baima
重庆,白沙,BSH,baisha
重庆,白沙沱,BST,baishatuo
重庆,白涛,BTA,baitao
重庆,重庆北,CQB,chongqingbei
重庆,重庆东,CQD,chongqingdong
重庆,重庆,CQI,chongqing
重庆,重庆南,CQN,chongqingnan
重庆,重庆西,CQX,chongqingxi
重庆,长寿北,CSB,zhangshoubei
重庆,长寿,CSH,zhangshou
重庆,长潭沟,CTG,zhangtangou
重庆,东升坝,DSB,dongshengba
重庆,大足,DZU,dazu
重庆,丰都,FDU,fengdu
重庆,涪陵北,FLB,fulingbei
重庆,涪陵,FLI,fuling
重庆,复盛,FSH,fusheng
重庆,高谷,GGU,gaogu
重庆,甘家坝,GJB,ganjiaba
重庆,赶水,GSH,ganshui
重庆,干溪沟,GXG,ganxigou
重庆,泔溪,GXI,ganxi
重庆,合川,HCH,hechuan
重庆,核桃园,HTY,hetaoyuan
重庆,江津,JJI,jiangjin
重庆,龙池,LCH,longchi
重庆,珞璜,LHU,luohuang
重庆,梁平,LPI,liangping
重庆,洛碛,LQI,luoqi
重庆,蔺市,LSH,linshi
重庆,梨树湾,LSW,lishuwan
重庆,庙坝,MBA,miaoba
重庆,民福寺,MFS,minfusi
重庆,梅江,MJI,meijiang
重庆,麻旺,MWA,mawang
重庆,磨溪,MXI,moxi
重庆,磨心坡,MXP,moxinpo
重庆,南川,NCH,nanchuan
重庆,彭水,PSH,pengshui
重庆,黔江,QJI,qianjiang
重庆,綦江,QJI,qijiang
重庆,七龙星,QLX,qilongxing
重庆,齐岳山,QYS,qiyueshan
重庆,茄子溪,QZX,qiezixi
重庆,荣昌,RCH,rongchang
重庆,三江,SJI,sanjiang
重庆,水江,SJI,shuijiang
重庆,石门坎,SMK,shimenkan
重庆,沙坪坝,SPB,shapingba
重庆,石沱,STU,shituo
重庆,双溪,SXI,shuangxi
重庆,石子坝,SZB,shiziba
重庆,石柱县,SZX,shizhuxian
重庆,铜罐驿,TGY,tongguanyi
重庆,太洪,THO,taihong
重庆,团结村,TJC,tuanjiecun
重庆,唐家沱,TJT,tangjiatuo
重庆,土坎,TKA,tukan
重庆,潼南,TNA,tongnan
重庆,王家坝,WJB,wangjiaba
重庆,武隆,WLO,wulong
重庆,五桥,WQI,wuqiao
重庆,万州,WZH,wanzhou
重庆,夏坝,XBA,xiaba
重庆,小南海,XNH,xiaonanhai
重庆,小南垭,XNY,xiaonanya
重庆,秀山,XSH,xiushan
重庆,鱼背山,YBS,yubeishan
重庆,永川,YCH,yongchuan
重庆,鸭江,YJI,yajiang
重庆,鱼泉,YQU,yuquan
重庆,郁山,YSH,yushan
重庆,酉阳,YYA,youyang
重庆,鱼嘴,YZU,yuzui
重庆,朱杨溪,ZYX,zhuyangxi
重庆,镇紫街,ZZJ,zhenzijie
重庆,中嘴,ZZU,zhongzui
广东,开平,KPI,kaiping
海南,老城镇,LCZ,laochengzhen
海南,福山镇,FSZ,fushanzhen
海南,临高南,LGN,lingaonan
海南,银滩,YTA,yintan
海南,白马井,BMJ,baimajing
海南,棋子湾,QZW,qiziwan
海南,尖峰,JFE,jianfeng
海南,黄流,HLI,huangliu
海南,乐东,LDO,ledong
海南,崖州,YZH,yazhou
四川,苍溪,CXI,cangxi
四川,南部,NBU,nanbu
四川,阆中,LZH,langzhong
贵州,纳雍,NYO,nayong
河南,濮阳,PYA,puyang
湖南,双峰北站,SFB,shuangfengbeizhan
广西,靖西,JXI,jingxi
广西,博白,BBA,bobai
四川,武胜,WSH,Wusheng
河北,胜芳,SHF,shengfang
重庆,璧山,BSH,bishan
河北,白洋淀,BYD,baiyangdian
河南,永城,YCH,yongcheng
黑龙江,同江,TJI,tongjiang
河南,光山,GSH,guangshan
湖南,邵东,ShD,shaodong
湖南,冷水滩,LST,lengshuitan
安徽,萧县北,XXB,xiaoxianbei
四川,平昌,PCH,pingchang
